,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sh601101,,,48.71%,25.25%,28.16%,26.09%,34.36%,41.37%,45.49%,45.94%,42.34%,,,15.30%,21.63%,18.93%,13.38%,7.30%,2.84%,0.82%,0.25%,12.98%,,,28.20%,20.09%,21.94%,13.45%,7.70%,2.75%,0.85%,-0.13%,8.99%,,,0.98次,0.66次,0.71次,0.62次,0.60次,0.51次,0.39次,0.25次,0.27次
sh600318,,,70.77%,68.96%,59.55%,57.44%,51.64%,42.93%,69.55%,59.19%,63.53%,,,0.87%,8.01%,20.80%,6.78%,9.09%,8.62%,14.56%,36.64%,-28.30%,,,1.23%,13.20%,43.01%,8.24%,11.74%,10.12%,6.77%,13.25%,-27.29%,,,0.45次,0.51次,0.75次,0.50次,0.58次,0.62次,0.30次,0.12次,0.10次
sh603777,,,63.46%,40.51%,48.19%,46.59%,44.83%,41.96%,42.56%,32.30%,36.48%,,,6.94%,5.77%,4.91%,1.12%,3.56%,4.75%,4.21%,4.14%,2.79%,,,66.78%,39.90%,17.47%,3.99%,12.14%,15.39%,8.32%,11.71%,5.38%,,,5.27次,2.40次,1.96次,1.89次,1.85次,1.80次,1.78次,1.39次,1.26次
sh603038,,,,,39.36%,38.75%,30.64%,32.89%,31.14%,31.12%,17.93%,,,,,13.99%,14.88%,15.74%,15.28%,14.27%,17.60%,13.99%,,,,,31.88%,27.40%,24.42%,20.48%,16.66%,20.62%,10.32%,,,,,2.39次,1.12次,1.02次,0.91次,0.79次,0.79次,0.68次
sh603721,,,,,,7.66%,16.37%,14.56%,16.48%,18.90%,17.29%,,,,,,2.30%,11.92%,18.68%,13.19%,8.85%,16.24%,,,,,,3.03%,10.11%,14.72%,13.92%,12.80%,15.45%,,,,,,1.67次,0.74次,0.67次,0.89次,1.19次,0.74次
sz000905,,,43.53%,41.30%,40.18%,40.72%,40.57%,44.67%,40.90%,56.29%,56.33%,,,6.05%,8.06%,7.35%,9.13%,7.57%,4.30%,3.96%,3.75%,1.30%,,,4.45%,6.42%,8.63%,12.84%,15.45%,11.90%,9.73%,6.56%,4.13%,,,0.52次,0.53次,0.79次,0.88次,1.22次,1.62次,1.42次,1.43次,1.77次
sz002821,,,,,32.25%,26.56%,24.87%,25.80%,26.31%,25.03%,18.28%,,,,,18.68%,16.82%,15.62%,15.88%,20.43%,24.98%,25.30%,,,,,18.86%,11.21%,12.49%,14.61%,18.62%,24.11%,17.93%,,,,,1.01次,0.52次,0.62次,0.73次,0.71次,0.59次,0.56次
sh600187,,,44.36%,59.75%,35.23%,36.95%,25.04%,28.34%,33.42%,34.52%,20.33%,,,23.27%,30.40%,22.86%,22.17%,24.85%,21.52%,-25.16%,4.11%,3.29%,,,8.40%,15.58%,6.68%,6.63%,7.79%,5.81%,-4.53%,0.63%,0.55%,,,0.16次,0.22次,0.22次,0.18次,0.21次,0.19次,0.12次,0.09次,0.10次
sz000757,,,220.51%,261.26%,98.32%,90.31%,76.74%,42.47%,38.77%,42.48%,44.42%,,,2.64%,-19.15%,63.24%,7.69%,12.44%,4.49%,3.18%,5.08%,7.70%,,,0.00%,-0.41%,-76.86%,139.85%,61.60%,5.61%,2.80%,4.70%,7.90%,,,0.63次,0.98次,1.12次,0.90次,0.80次,0.56次,0.52次,0.55次,0.58次
sz300103,,,20.62%,4.63%,4.95%,16.44%,17.39%,14.84%,17.03%,14.37%,13.34%,,,34.55%,34.19%,28.07%,22.06%,11.98%,15.25%,16.60%,10.76%,14.76%,,,36.02%,16.76%,9.85%,7.55%,8.54%,6.40%,4.59%,2.80%,4.98%,,,0.81次,0.36次,0.33次,0.30次,0.59次,0.35次,0.23次,0.22次,0.29次
sz002604,,,55.15%,45.80%,22.05%,30.47%,31.37%,31.83%,29.79%,27.80%,106.98%,,,9.83%,8.56%,6.95%,7.11%,7.97%,11.20%,6.19%,13.27%,-177.33%,,,19.67%,15.49%,8.04%,5.19%,4.13%,4.74%,2.64%,5.87%,-266.41%,,,0.70次,0.89次,0.75次,0.44次,0.36次,0.29次,0.29次,0.25次,0.47次
sz300284,,,66.41%,67.67%,50.70%,50.52%,47.58%,50.91%,48.44%,63.86%,63.53%,,,9.51%,8.17%,10.30%,12.09%,11.80%,12.45%,13.25%,9.85%,7.78%,,,26.87%,24.74%,26.51%,10.46%,12.62%,14.64%,13.29%,13.36%,13.93%,,,0.96次,0.98次,0.63次,0.43次,0.54次,0.58次,0.53次,0.58次,0.66次
sh601601,,,80.95%,82.86%,86.32%,85.68%,86.13%,85.55%,85.31%,86.80%,87.95%,,,7.16%,6.12%,5.31%,2.99%,4.86%,5.12%,7.30%,4.60%,4.69%,,,14.00%,10.90%,10.60%,6.10%,9.50%,10.30%,14.20%,9.10%,10.90%,,,0.29次,0.32次,0.30次,0.27次,0.27次,0.28次,0.28次,0.27次,0.29次
sz002363,,,62.99%,43.90%,47.84%,50.22%,40.67%,39.80%,34.72%,28.42%,30.04%,,,8.58%,5.49%,5.33%,3.79%,4.62%,3.59%,3.82%,4.00%,3.09%,,,24.01%,6.74%,6.33%,4.33%,4.62%,3.51%,4.18%,3.42%,2.94%,,,1.04次,0.74次,0.61次,0.54次,0.54次,0.54次,0.62次,0.60次,0.58次
sh600750,,,32.84%,29.01%,25.92%,36.41%,28.71%,35.88%,12.09%,14.68%,13.34%,,,10.54%,10.21%,8.76%,7.11%,6.25%,9.41%,14.17%,24.31%,23.92%,,,19.86%,23.63%,12.72%,11.71%,8.48%,12.97%,16.56%,15.29%,15.11%,,,1.19次,1.25次,1.04次,1.10次,0.89次,0.90次,0.87次,0.54次,0.54次
sz002492,,,61.34%,28.94%,22.37%,18.66%,22.43%,27.44%,25.18%,23.65%,22.35%,,,27.40%,29.26%,34.64%,35.91%,29.16%,25.39%,20.94%,20.38%,26.51%,,,20.72%,15.05%,7.50%,8.10%,5.87%,5.11%,3.18%,3.93%,5.47%,,,0.24次,0.20次,0.16次,0.18次,0.16次,0.15次,0.11次,0.14次,0.15次
sh603226,,,,,,61.04%,63.96%,66.51%,54.14%,44.55%,25.61%,,,,,,3.79%,4.38%,6.37%,9.47%,10.10%,10.05%,,,,,,8.00%,12.00%,21.81%,27.05%,22.02%,15.21%,,,,,,2.07次,1.08次,1.11次,1.28次,1.25次,1.02次
sh601138,,,,,,,,,45.72%,42.89%,81.03%,,,,,,,,,5.26%,5.28%,4.57%,,,,,,,,,27.67%,20.93%,18.87%,,,,,,,,,4.97次,2.22次,2.49次
sz002308,,,9.78%,11.57%,12.56%,15.49%,13.61%,10.00%,24.70%,24.68%,19.36%,,,25.21%,27.19%,28.39%,28.31%,29.72%,13.10%,12.71%,17.40%,16.82%,,,37.74%,12.69%,14.72%,17.44%,14.55%,5.02%,5.63%,8.08%,7.31%,,,0.53次,0.41次,0.45次,0.53次,0.41次,0.34次,0.36次,0.35次,0.31次
sh600260,,,52.88%,54.15%,61.36%,64.33%,64.36%,66.80%,61.56%,75.85%,72.51%,,,14.38%,2.87%,5.49%,9.40%,4.86%,2.94%,3.71%,2.92%,5.33%,,,10.06%,2.98%,4.37%,11.93%,4.56%,2.70%,4.74%,6.27%,19.25%,,,0.35次,0.50次,0.41次,0.52次,0.36次,0.31次,0.48次,0.78次,0.93次
sz300173,,,55.92%,51.83%,28.37%,25.03%,31.76%,22.92%,23.06%,32.99%,35.57%,,,15.35%,15.67%,16.49%,9.01%,-11.11%,3.83%,14.38%,10.16%,10.74%,,,26.70%,23.18%,7.60%,4.02%,-3.93%,1.45%,4.73%,4.61%,4.04%,,,0.75次,0.68次,0.40次,0.31次,0.26次,0.14次,0.25次,0.32次,0.25次
sh600741,,,44.41%,46.03%,45.28%,44.85%,56.97%,54.91%,57.22%,57.40%,59.53%,,,10.32%,10.18%,10.22%,9.58%,9.15%,8.38%,7.60%,6.90%,6.50%,,,14.46%,18.68%,19.20%,17.53%,18.19%,20.76%,18.89%,16.84%,16.51%,,,1.35次,1.39次,1.34次,1.28次,1.35次,1.26次,1.28次,1.33次,1.22次
sh600815,,,64.97%,59.95%,64.49%,59.54%,64.39%,62.34%,66.62%,93.54%,88.88%,,,2.11%,5.99%,4.81%,1.51%,-9.17%,0.38%,-31.94%,-82.40%,4.94%,,,5.83%,23.90%,16.81%,3.39%,-13.45%,0.25%,-27.97%,-155.45%,26.76%,,,1.01次,1.51次,1.28次,0.73次,0.56次,0.40次,0.30次,0.38次,0.63次
sh600166,,,76.93%,67.29%,67.67%,54.53%,52.99%,55.19%,56.14%,64.63%,69.49%,,,2.31%,3.08%,2.23%,3.42%,2.19%,1.36%,1.05%,1.10%,0.06%,,,29.29%,30.18%,13.67%,11.54%,5.14%,3.14%,2.30%,3.02%,0.59%,,,3.26次,2.53次,1.96次,1.34次,1.04次,1.00次,0.88次,0.96次,0.89次
sh600354,,,66.15%,67.48%,59.44%,65.00%,60.06%,65.52%,51.51%,53.94%,52.91%,,,9.34%,14.91%,7.45%,-2.19%,6.11%,-20.36%,4.30%,-49.17%,-17.56%,,,4.96%,12.50%,1.46%,-12.33%,1.75%,-39.00%,3.33%,-24.88%,2.82%,,,0.64次,0.54次,0.49次,0.46次,0.43次,0.32次,0.36次,0.20次,0.17次
sz300237,,,59.47%,59.51%,36.21%,39.64%,40.61%,57.58%,49.22%,54.41%,58.60%,,,14.64%,14.03%,9.64%,4.13%,4.91%,8.73%,11.48%,15.09%,15.91%,,,56.28%,54.09%,13.32%,3.31%,5.65%,12.96%,15.07%,18.37%,20.85%,,,1.62次,1.56次,0.77次,0.49次,0.64次,0.60次,0.49次,0.57次,0.56次
sh600846,,,52.40%,63.39%,69.92%,67.96%,65.38%,63.95%,63.21%,68.67%,68.46%,,,6.13%,7.55%,8.22%,6.81%,5.66%,6.52%,7.05%,9.51%,8.33%,,,9.23%,8.18%,9.11%,8.56%,10.88%,11.41%,9.21%,9.86%,12.72%,,,0.59次,0.56次,0.37次,0.35次,0.56次,0.62次,0.43次,0.36次,0.40次
sh600150,,,64.37%,66.03%,60.83%,56.61%,61.18%,62.17%,62.12%,67.88%,71.34%,,,10.17%,8.95%,8.12%,0.08%,-0.01%,-0.14%,-0.84%,-14.08%,-15.24%,,,19.30%,17.45%,13.33%,0.15%,0.22%,0.25%,0.35%,-16.03%,-15.94%,,,0.57次,0.63次,0.57次,0.51次,0.46次,0.55次,0.54次,0.41次,0.32次
sz002451,,,39.33%,22.25%,32.53%,39.74%,47.90%,56.93%,61.43%,62.06%,59.86%,,,13.48%,8.54%,1.30%,1.82%,3.87%,4.76%,3.35%,1.64%,12.70%,,,21.06%,7.55%,0.93%,1.13%,2.67%,4.00%,1.79%,1.30%,8.92%,,,0.90次,0.59次,0.52次,0.40次,0.39次,0.46次,0.34次,0.28次,0.27次
sz000532,,,18.94%,20.56%,18.35%,13.76%,18.73%,21.32%,36.59%,58.22%,62.89%,,,23.14%,9.32%,18.67%,29.99%,34.20%,26.63%,25.63%,17.46%,13.52%,,,6.86%,3.85%,3.78%,6.62%,7.95%,4.60%,5.45%,5.83%,6.63%,,,0.21次,0.23次,0.19次,0.20次,0.21次,0.16次,0.18次,0.19次,0.22次
sz002761,,,,,54.07%,46.46%,31.83%,39.72%,32.04%,28.96%,28.50%,,,,,9.57%,10.10%,7.44%,6.73%,6.24%,3.21%,3.40%,,,,,33.35%,30.57%,18.06%,11.67%,7.15%,3.35%,3.51%,,,,,2.65次,1.51次,1.47次,1.11次,0.74次,0.73次,0.74次
sh603060,,,,,27.33%,42.38%,46.19%,35.88%,34.29%,23.07%,18.11%,,,,,21.96%,19.86%,17.33%,17.95%,19.82%,19.21%,20.63%,,,,,42.76%,35.19%,31.34%,27.46%,27.45%,25.49%,14.79%,,,,,2.20次,1.08次,0.94次,0.89次,0.90次,0.66次,0.57次
sh600433,,,33.76%,49.29%,34.01%,27.94%,43.80%,49.69%,38.58%,39.13%,33.67%,,,1.67%,4.24%,9.13%,21.71%,16.27%,13.72%,2.69%,5.98%,2.19%,,,2.51%,5.16%,11.21%,13.45%,9.49%,7.32%,1.59%,4.37%,2.09%,,,0.65次,0.78次,0.54次,0.43次,0.36次,0.30次,0.34次,0.43次,0.51次
sz000023,,,70.80%,66.18%,68.43%,66.58%,69.14%,71.20%,71.48%,69.91%,75.47%,,,3.13%,1.42%,1.14%,0.58%,1.11%,1.38%,2.57%,1.57%,2.33%,,,8.12%,4.26%,2.89%,1.56%,4.37%,4.84%,7.17%,2.58%,7.63%,,,0.76次,0.91次,0.79次,0.76次,0.83次,0.78次,0.68次,0.66次,0.71次
sz002663,,,50.93%,37.41%,31.36%,15.38%,35.85%,34.09%,34.07%,41.65%,47.92%,,,10.31%,5.65%,12.85%,12.98%,12.75%,12.58%,8.19%,3.94%,4.94%,,,40.20%,24.21%,45.79%,16.20%,14.99%,16.33%,5.22%,2.44%,3.36%,,,1.80次,2.22次,2.36次,1.27次,0.85次,0.71次,0.41次,0.38次,0.40次
sz000019,,,41.39%,43.36%,16.20%,17.73%,24.31%,13.94%,9.74%,10.93%,10.02%,,,-5.36%,3.91%,3.03%,23.83%,10.32%,3.84%,-12.70%,32.97%,-19.40%,,,-3.95%,1.76%,1.15%,8.04%,4.52%,1.38%,-3.70%,9.82%,-5.46%,,,0.32次,0.36次,0.37次,0.27次,0.34次,0.30次,0.31次,0.24次,0.28次
sz300014,,,11.22%,15.68%,19.92%,17.82%,29.47%,39.28%,28.71%,52.27%,57.15%,,,19.40%,18.53%,17.98%,16.21%,15.44%,6.69%,12.31%,13.47%,14.52%,,,19.32%,9.99%,13.95%,14.32%,19.98%,9.05%,13.86%,13.88%,18.83%,,,0.50次,0.47次,0.64次,0.71次,0.96次,0.82次,0.65次,0.68次,0.50次
sh600586,,,59.66%,54.10%,45.05%,48.65%,49.88%,54.52%,57.97%,56.41%,55.38%,,,5.90%,11.92%,5.91%,-12.20%,3.01%,-5.57%,1.10%,0.57%,2.60%,,,5.07%,13.81%,4.76%,-8.93%,2.45%,-4.96%,0.75%,0.95%,3.53%,,,0.42次,0.52次,0.46次,0.37次,0.42次,0.41次,0.35次,0.35次,0.46次
sz002828,,,,,62.66%,52.35%,57.61%,52.65%,49.65%,26.81%,37.17%,,,,,5.49%,9.79%,9.40%,10.39%,9.05%,14.66%,10.83%,,,,,37.44%,29.97%,31.95%,17.11%,14.23%,12.82%,8.04%,,,,,3.03次,1.25次,1.45次,0.75次,0.79次,0.41次,0.50次
sh600270,,,14.86%,15.77%,11.95%,12.38%,13.08%,13.89%,13.45%,15.96%,18.70%,,,10.40%,13.16%,11.64%,14.38%,17.45%,14.78%,23.20%,20.09%,21.80%,,,5.41%,9.03%,8.89%,11.26%,12.44%,10.15%,14.70%,13.31%,17.16%,,,0.44次,0.59次,0.67次,0.68次,0.63次,0.59次,0.54次,0.57次,0.66次
sz002154,,,19.83%,27.70%,46.50%,44.75%,42.76%,37.31%,38.30%,42.37%,40.63%,,,16.94%,19.29%,17.73%,20.81%,7.90%,5.90%,4.46%,-19.28%,1.17%,,,25.35%,14.14%,18.42%,20.08%,6.04%,5.02%,3.63%,-14.90%,1.06%,,,0.68次,0.55次,0.61次,0.51次,0.43次,0.51次,0.50次,0.46次,0.62次
sz300511,,,,,56.11%,72.97%,70.38%,65.84%,63.77%,47.58%,63.08%,,,,,22.62%,14.41%,10.21%,10.95%,12.29%,10.66%,9.18%,,,,,30.82%,20.87%,19.24%,20.09%,21.41%,9.94%,9.10%,,,,,0.76次,0.44次,0.54次,0.59次,0.61次,0.47次,0.42次
sh600978,,,37.22%,35.22%,42.60%,45.53%,45.84%,37.76%,46.15%,53.56%,52.24%,,,13.76%,10.05%,9.30%,9.01%,10.02%,11.91%,13.30%,12.42%,9.33%,,,10.75%,7.88%,6.25%,7.16%,9.13%,8.89%,9.29%,9.91%,9.84%,,,0.51次,0.46次,0.41次,0.44次,0.49次,0.47次,0.40次,0.40次,0.49次
sz002724,,,35.24%,28.05%,26.01%,18.86%,20.50%,13.65%,13.03%,13.45%,14.46%,,,12.41%,15.84%,14.36%,15.30%,15.25%,16.25%,7.50%,12.03%,13.85%,,,23.08%,31.35%,25.90%,20.03%,18.17%,15.29%,4.41%,7.04%,8.98%,,,2.36次,1.37次,1.32次,0.99次,0.94次,0.69次,0.51次,0.51次,0.56次
sz002351,,,30.15%,7.19%,8.25%,7.87%,8.61%,6.56%,7.84%,8.64%,11.31%,,,15.95%,13.46%,11.78%,12.28%,11.55%,13.38%,14.72%,11.32%,12.74%,,,39.00%,6.67%,6.38%,6.20%,5.28%,5.62%,5.98%,5.04%,6.59%,,,1.59次,0.68次,0.50次,0.46次,0.42次,0.38次,0.36次,0.38次,0.46次
sh603928,,,,,46.70%,26.83%,33.14%,23.13%,20.15%,13.11%,20.02%,,,,,7.78%,8.35%,8.92%,9.63%,13.34%,12.57%,10.56%,,,,,26.43%,16.74%,17.56%,19.71%,22.10%,18.39%,12.48%,,,,,2.96次,1.25次,1.38次,1.46次,1.27次,0.88次,0.98次
sz002546,,,40.73%,35.87%,11.01%,13.64%,13.19%,20.03%,19.90%,9.81%,11.91%,,,22.92%,27.20%,27.97%,28.86%,27.32%,26.88%,21.06%,16.49%,17.75%,,,32.06%,37.69%,14.16%,16.06%,12.64%,12.15%,11.57%,3.98%,4.03%,,,0.82次,0.86次,0.60次,0.48次,0.39次,0.37次,0.43次,0.23次,0.19次
sh600063,,,50.62%,63.60%,51.28%,57.35%,58.96%,49.41%,50.70%,58.19%,45.56%,,,3.19%,3.71%,4.11%,-5.64%,0.77%,4.46%,3.13%,3.11%,1.81%,,,2.85%,4.18%,5.57%,-6.35%,0.84%,7.17%,2.75%,3.01%,1.92%,,,0.45次,0.51次,0.60次,0.50次,0.58次,0.61次,0.47次,0.44次,0.54次
sh603667,,,,,79.30%,51.94%,48.69%,49.25%,46.21%,26.63%,25.81%,,,,,11.34%,10.35%,9.54%,9.57%,9.24%,8.44%,8.75%,,,,,48.95%,21.75%,17.22%,16.06%,10.12%,11.65%,8.42%,,,,,1.15次,0.68次,0.84次,0.79次,0.73次,0.72次,0.68次
sz300153,,,48.58%,13.92%,19.50%,9.97%,14.29%,18.46%,25.86%,29.16%,34.52%,,,12.31%,11.64%,8.27%,2.99%,4.32%,4.94%,6.21%,3.98%,2.53%,,,35.84%,32.11%,4.37%,1.45%,2.19%,3.37%,4.36%,5.03%,2.98%,,,1.42次,0.66次,0.44次,0.41次,0.44次,0.57次,0.65次,0.60次,0.75次
sz300536,,,,,45.31%,47.73%,49.93%,48.73%,47.99%,38.02%,46.15%,,,,,13.01%,14.18%,14.23%,13.66%,13.43%,13.37%,12.22%,,,,,58.76%,42.75%,25.22%,21.50%,19.50%,15.19%,10.21%,,,,,3.42次,1.21次,0.94次,0.80次,0.75次,0.59次,0.48次
sh603023,,,16.59%,20.51%,17.55%,17.13%,22.30%,28.33%,11.46%,9.11%,8.89%,,,24.64%,30.88%,41.73%,39.39%,38.43%,41.70%,39.37%,42.91%,34.44%,,,26.72%,39.79%,42.42%,30.36%,31.18%,41.09%,24.48%,18.38%,12.57%,,,1.78次,1.04次,0.86次,0.64次,0.65次,0.79次,0.55次,0.38次,0.33次
sz002424,,,54.33%,34.02%,35.72%,36.96%,38.85%,34.14%,30.21%,27.64%,28.11%,,,15.20%,18.32%,18.44%,16.73%,19.43%,20.01%,21.91%,21.96%,20.53%,,,35.05%,13.94%,11.01%,11.25%,13.36%,14.18%,16.74%,17.60%,16.79%,,,1.05次,0.48次,0.39次,0.44次,0.42次,0.45次,0.51次,0.55次,0.57次
sh603101,,,,,69.06%,69.33%,73.88%,73.88%,69.33%,43.20%,46.96%,,,,,5.54%,4.43%,3.66%,4.22%,3.79%,3.64%,3.37%,,,,,52.69%,23.88%,20.44%,20.23%,17.32%,9.64%,8.17%,,,,,3.06次,1.66次,1.57次,1.27次,1.31次,1.26次,1.33次
sz002465,,,41.27%,9.09%,9.86%,8.53%,17.21%,36.55%,29.70%,33.96%,27.52%,,,22.88%,25.15%,23.66%,21.83%,20.66%,17.84%,17.19%,14.76%,10.18%,,,25.83%,11.86%,5.49%,6.14%,7.37%,9.25%,10.57%,8.08%,3.89%,,,0.61次,0.31次,0.21次,0.25次,0.32次,0.42次,0.41次,0.40次,0.29次
sh603032,,,,,69.61%,59.64%,47.43%,39.13%,28.46%,14.57%,11.40%,,,,,8.47%,10.49%,11.78%,13.87%,13.00%,19.73%,13.59%,,,,,30.71%,38.50%,35.36%,29.96%,20.07%,21.53%,13.29%,,,,,2.27次,1.41次,1.40次,1.18次,1.06次,0.65次,0.40次
sh601218,,,63.29%,61.59%,40.01%,39.86%,41.01%,38.17%,36.66%,32.07%,36.98%,,,21.00%,15.72%,10.43%,0.90%,1.43%,5.69%,7.25%,7.47%,0.15%,,,58.83%,37.75%,9.68%,0.50%,0.89%,4.04%,5.34%,4.61%,0.24%,,,1.01次,0.89次,0.50次,0.33次,0.37次,0.43次,0.45次,0.40次,0.34次
sh600332,,,19.44%,18.65%,19.71%,32.25%,42.67%,43.99%,45.28%,31.83%,31.97%,,,5.38%,6.11%,5.52%,4.96%,5.72%,6.44%,7.03%,7.78%,10.11%,,,6.56%,7.81%,7.84%,10.05%,15.71%,16.38%,15.91%,12.75%,11.34%,,,0.93次,1.03次,1.17次,1.48次,1.91次,1.42次,1.27次,0.96次,0.77次
sz300669,,,,,,,55.23%,48.68%,29.44%,14.48%,8.93%,,,,,,,11.43%,12.19%,9.54%,17.15%,14.90%,,,,,,,37.51%,34.28%,19.11%,21.83%,11.79%,,,,,,,2.35次,1.27次,1.11次,0.99次,0.70次
sz002432,,,25.00%,5.14%,7.29%,7.42%,19.95%,24.31%,25.73%,34.57%,34.75%,,,12.47%,7.94%,5.88%,1.95%,-2.30%,1.97%,-37.89%,3.45%,-27.74%,,,24.57%,4.95%,2.63%,0.91%,-1.11%,1.35%,-22.04%,1.35%,-11.40%,,,1.41次,0.56次,0.43次,0.43次,0.47次,0.44次,0.44次,0.26次,0.27次
sz300252,,,49.47%,66.06%,37.27%,45.39%,52.53%,55.24%,62.62%,44.27%,55.88%,,,14.98%,11.06%,6.55%,5.86%,2.13%,7.87%,9.69%,10.80%,7.09%,,,41.45%,32.68%,9.42%,4.97%,3.43%,11.41%,17.94%,17.58%,5.81%,,,1.31次,1.16次,0.63次,0.55次,0.54次,0.72次,0.74次,0.63次,0.46次
sz002409,,,40.12%,11.27%,12.90%,8.91%,10.11%,24.32%,21.06%,17.25%,12.00%,,,12.55%,7.50%,7.23%,7.89%,6.01%,4.56%,8.98%,7.58%,3.02%,,,37.59%,9.30%,6.56%,7.17%,6.46%,4.79%,6.89%,4.92%,2.25%,,,1.69次,1.12次,0.80次,0.81次,0.97次,0.86次,0.59次,0.50次,0.63次
sz300282,,,14.70%,12.22%,5.55%,6.70%,11.99%,33.35%,40.63%,39.94%,8.81%,,,29.03%,26.52%,19.58%,8.72%,-7.31%,2.65%,-5.17%,9.42%,2.54%,,,54.80%,34.59%,21.37%,4.22%,-3.06%,3.88%,-8.63%,9.84%,0.99%,,,1.26次,1.12次,0.56次,0.45次,0.38次,0.69次,0.77次,0.62次,0.44次
sh600228,,,60.91%,79.12%,73.74%,87.31%,106.17%,74.33%,72.33%,77.33%,62.29%,,,-10.91%,-14.89%,2.22%,-20.91%,-28.61%,5.56%,-4.02%,-10.11%,2.45%,,,-27.18%,-71.46%,11.08%,-220.94%,--,--,-35.27%,-88.80%,67.49%,,,0.70次,0.97次,1.06次,0.88次,0.94次,1.12次,0.96次,0.89次,1.43次
sh601789,,,81.85%,81.71%,71.46%,76.96%,75.49%,78.18%,80.35%,80.42%,80.47%,,,1.34%,1.29%,1.38%,1.51%,1.75%,1.44%,1.49%,1.50%,1.48%,,,18.94%,19.68%,15.03%,10.71%,11.82%,8.68%,8.41%,8.15%,8.51%,,,2.33次,2.61次,2.27次,1.56次,1.65次,1.43次,1.17次,1.08次,1.09次
sh603012,,,,,55.04%,48.48%,43.91%,36.58%,24.93%,28.26%,33.73%,,,,,19.92%,22.37%,16.11%,17.29%,12.46%,9.81%,11.09%,,,,,42.87%,34.19%,25.23%,19.20%,6.07%,4.03%,5.83%,,,,,1.43次,0.74次,0.83次,0.66次,0.38次,0.27次,0.34次
sz002153,,,14.25%,15.35%,13.59%,12.88%,22.18%,22.62%,11.58%,15.34%,20.43%,,,34.76%,37.47%,38.06%,38.77%,33.13%,18.08%,18.77%,15.24%,14.35%,,,19.52%,27.05%,27.01%,25.08%,24.87%,21.88%,17.47%,8.09%,8.64%,,,0.49次,0.63次,0.61次,0.56次,0.56次,0.90次,0.51次,0.47次,0.46次
sz002590,,,71.96%,71.20%,59.33%,59.00%,61.73%,58.28%,59.46%,44.55%,45.85%,,,9.45%,9.74%,4.43%,1.14%,2.71%,5.67%,5.74%,5.95%,5.83%,,,36.14%,37.36%,9.68%,1.85%,5.43%,10.64%,11.86%,7.80%,7.20%,,,1.03次,1.05次,0.76次,0.63次,0.75次,0.72次,0.86次,0.85次,0.68次
sz002326,,,31.66%,28.64%,40.67%,40.35%,46.25%,31.32%,44.38%,51.91%,52.39%,,,11.62%,11.41%,8.77%,7.65%,2.43%,7.82%,9.30%,15.78%,6.80%,,,26.68%,6.66%,6.97%,6.58%,1.87%,7.25%,8.22%,14.02%,7.15%,,,0.57次,0.41次,0.50次,0.49次,0.41次,0.48次,0.52次,0.44次,0.53次
sz300510,,,,,50.99%,47.73%,28.14%,32.23%,31.82%,24.13%,22.54%,,,,,11.28%,20.59%,21.01%,18.56%,19.57%,16.03%,17.37%,,,,,18.33%,29.41%,21.66%,18.40%,17.34%,11.94%,9.00%,,,,,1.32次,0.72次,0.67次,0.66次,0.60次,0.59次,0.39次
sz300168,,,42.05%,41.11%,16.91%,16.32%,28.72%,54.99%,61.02%,61.38%,64.85%,,,9.78%,10.69%,11.66%,11.91%,11.30%,12.90%,12.28%,11.67%,13.44%,,,19.03%,21.61%,7.09%,9.45%,11.29%,12.57%,12.70%,11.30%,13.39%,,,1.10次,1.16次,0.76次,0.62次,0.67次,0.53次,0.42次,0.37次,0.34次
sz002007,,,7.74%,6.60%,5.63%,4.45%,9.13%,3.55%,3.41%,4.62%,7.23%,,,61.63%,55.11%,40.10%,32.29%,42.55%,43.32%,39.54%,39.87%,33.94%,,,43.29%,32.09%,16.34%,12.05%,16.85%,16.66%,16.72%,19.85%,18.48%,,,0.75次,0.55次,0.36次,0.34次,0.34次,0.34次,0.38次,0.45次,0.48次
sh600561,,,57.65%,59.55%,67.93%,71.20%,62.03%,60.07%,68.17%,72.32%,74.08%,,,10.59%,10.18%,7.97%,7.28%,6.83%,7.38%,4.77%,-2.90%,2.60%,,,17.02%,17.69%,17.78%,15.83%,11.36%,10.31%,5.11%,-6.70%,1.45%,,,0.64次,0.72次,0.79次,0.66次,0.64次,0.61次,0.48次,0.43次,0.43次
