,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
sz002897,,,,,,,,,,,,,,,2145万,2912万,2260万,2735万,2366万,2037万,1690万,1816万,2795万,,,,,,,,,,,,,,,,--,--,--,--,10.34,-30.05,-25.20,-33.61,18.11,,,,,,,,,,,,,,,,2.50亿,2.84亿,2.50亿,3.06亿,3.22亿,3.37亿,2.73亿,3.56亿,3.67亿,,,,,,,,,,,,,,,,--,--,--,--,28.99,18.80,9.35,16.28,13.88,
sz300126,,,,,,,,,,,,,,,249万,-482万,388万,-246万,43.4万,259万,-1305万,-282万,-660万,,,,,,,,,,,,,,,,--,--,22.36,-145.53,-82.61,--,-436.38,--,-1622.46,,,,,,,,,,,,,,,,1.51亿,7842万,1.21亿,1.39亿,1.46亿,1.43亿,1.47亿,1.51亿,1.82亿,,,,,,,,,,,,,,,,58.11,-27.61,1.22,-21.97,-3.47,82.78,22.11,8.41,24.82,
sh601009,,,,,,,,,,,,,,,19.9亿,19.1亿,24.5亿,26.5亿,23.3亿,22.4亿,28.9亿,30.9亿,26.0亿,,,,,,,,,,,,,,,,23.57,4.78,15.78,18.21,17.00,17.05,17.61,16.64,11.50,,,,,,,,,,,,,,,,60.8亿,55.6亿,62.3亿,61.9亿,61.4亿,62.7亿,67.0亿,68.0亿,67.0亿,,,,,,,,,,,,,,,,6.93,-10.70,-20.61,-13.11,0.96,12.89,7.53,9.71,9.02,
sh603589,,,,,,,,,,,,,,,3.07亿,7107万,3.27亿,1.99亿,3.75亿,2.13亿,4.49亿,2.85亿,4.08亿,,,,,,,,,,,,,,,,15.06,6.76,20.80,48.16,22.01,199.23,37.20,43.15,8.77,,,,,,,,,,,,,,,,8.52亿,4.95亿,10.3亿,7.13亿,9.69亿,8.87亿,12.5亿,9.09亿,10.5亿,,,,,,,,,,,,,,,,5.89,5.26,16.33,19.90,13.72,79.20,21.02,27.51,8.15,
sz000697,,,,,,,,,,,,,,,-1487万,-1282万,-1833万,-1.27亿,-4651万,2.50亿,-2552万,-1.05亿,-8262万,,,,,,,,,,,,,,,,-162.96,-205.08,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,53.3万,1127万,--,8341万,3.37亿,3.33亿,3.40亿,3.15亿,4.32亿,,,,,,,,,,,,,,,,-99.26,-78.04,--,9659.18,63070.12,2851.49,--,277.43,28.11,
sh603066,,,,,,,,,,,,,,,2511万,2342万,1157万,3114万,1969万,2093万,1182万,4489万,1522万,,,,,,,,,,,,,,,,75.36,-18.10,30.05,27.58,-21.58,-10.62,2.15,44.12,-22.68,,,,,,,,,,,,,,,,1.21亿,1.42亿,9047万,1.91亿,1.34亿,1.84亿,1.02亿,2.50亿,1.30亿,,,,,,,,,,,,,,,,32.79,-14.46,27.18,22.50,10.51,29.30,12.58,31.27,-3.37,
sh603757,,,,,,,,,,,,,,,4273万,2636万,3101万,4057万,5286万,5499万,3707万,5036万,5341万,,,,,,,,,,,,,,,,--,--,67.03,15.16,23.71,108.61,19.53,24.12,1.05,,,,,,,,,,,,,,,,2.17亿,2.07亿,2.03亿,2.62亿,3.06亿,3.51亿,2.40亿,3.03亿,3.08亿,,,,,,,,,,,,,,,,--,--,41.21,31.92,40.91,69.50,18.29,15.56,0.55,
sz002040,,,,,,,,,,,,,,,649万,6338万,2102万,2515万,2821万,3195万,2613万,3311万,7007万,,,,,,,,,,,,,,,,44.71,872.97,258.93,183.07,334.65,-49.59,24.31,31.65,148.44,,,,,,,,,,,,,,,,4297万,8725万,1.53亿,1.80亿,1.70亿,1.74亿,1.67亿,1.97亿,1.81亿,,,,,,,,,,,,,,,,16.54,94.42,277.73,247.37,296.59,99.11,9.20,9.00,6.31,
sh601997,,,,,,,,,,,,,,,11.5亿,9.56亿,9.67亿,9.35亿,12.9亿,13.4亿,11.6亿,11.2亿,14.6亿,,,,,,,,,,,,,,,,22.46,24.06,19.56,27.34,11.27,40.50,19.95,19.62,13.23,,,,,,,,,,,,,,,,26.9亿,31.0亿,28.9亿,27.9亿,32.9亿,35.0亿,32.3亿,28.1亿,30.8亿,,,,,,,,,,,,,,,,35.80,47.42,31.98,27.98,22.34,13.11,11.72,0.79,-6.43,
sz300046,,,,,,,,,,,,,,,1780万,1049万,1270万,1430万,2629万,9.96万,2319万,2395万,2765万,,,,,,,,,,,,,,,,611.12,-0.34,121.78,215.45,47.73,-99.05,82.55,67.51,5.19,,,,,,,,,,,,,,,,7885万,7737万,6328万,7851万,1.09亿,2757万,1.13亿,8644万,8181万,,,,,,,,,,,,,,,,85.80,109.52,80.28,54.63,38.60,-64.36,78.93,10.11,-25.14,
sh603138,,,,,,,,,,,,,,,1265万,1226万,632万,1532万,2271万,1254万,699万,1659万,1811万,,,,,,,,,,,,,,,,--,--,21.38,13.63,79.46,2.27,10.72,8.25,-20.26,,,,,,,,,,,,,,,,1.25亿,1.29亿,9404万,1.52亿,1.33亿,1.40亿,1.02亿,1.58亿,1.26亿,,,,,,,,,,,,,,,,--,--,14.48,13.27,5.76,8.48,8.83,4.30,-5.17,
sz002631,,,,,,,,,,,,,,,4829万,4917万,4546万,5887万,2088万,-3957万,3038万,5132万,4493万,,,,,,,,,,,,,,,,-1.32,54.04,15.31,8.70,-56.76,-180.46,-33.16,-12.82,115.17,,,,,,,,,,,,,,,,2.80亿,3.65亿,2.77亿,4.20亿,4.24亿,4.79亿,3.11亿,4.76亿,4.88亿,,,,,,,,,,,,,,,,0.99,-7.04,36.91,47.65,51.42,31.39,12.48,13.24,14.88,
sz300520,,,,,,,,,,,,,,,922万,3788万,-751万,1216万,-1380万,2753万,52.2万,632万,1303万,,,,,,,,,,,,,,,,4.53,34.76,--,9.23,-249.73,-27.33,--,-47.99,--,,,,,,,,,,,,,,,,9599万,2.93亿,1.12亿,1.58亿,1.01亿,2.37亿,1.21亿,1.84亿,1.87亿,,,,,,,,,,,,,,,,24.56,92.32,58.72,17.08,5.01,-19.04,7.29,16.59,85.29,
sz000851,,,,,,,,,,,,,,,1383万,3923万,-432万,4580万,336万,1.34亿,74.9万,3570万,-71.6万,,,,,,,,,,,,,,,,110.81,-26.35,--,9.00,-75.70,242.77,--,-22.05,-121.30,,,,,,,,,,,,,,,,24.4亿,27.7亿,17.6亿,20.6亿,25.1亿,26.5亿,23.7亿,27.4亿,29.8亿,,,,,,,,,,,,,,,,36.01,4.40,19.90,3.28,2.82,-4.50,34.32,32.90,18.73,
sh603076,,,,,,,,,,,,,,,2515万,2373万,1238万,2463万,1594万,1424万,1824万,2287万,1502万,,,,,,,,,,,,,,,,--,--,--,--,-36.61,-40.00,47.39,-7.16,-5.80,,,,,,,,,,,,,,,,1.94亿,2.62亿,1.49亿,2.81亿,2.09亿,1.93亿,2.20亿,2.53亿,2.34亿,,,,,,,,,,,,,,,,--,--,--,--,7.29,-26.41,47.90,-10.02,12.00,
sh600823,,,,,,,,,,,,,,,314万,7.22亿,2.46亿,11.5亿,-96.1万,8.30亿,2.49亿,11.9亿,3390万,,,,,,,,,,,,,,,,57.94,-35.28,0.67,0.41,-130.57,14.83,1.07,3.73,--,,,,,,,,,,,,,,,,27.4亿,44.2亿,26.2亿,74.7亿,14.8亿,71.0亿,26.7亿,94.8亿,22.3亿,,,,,,,,,,,,,,,,25.51,-5.57,-0.21,90.43,-45.97,60.41,2.03,26.77,51.03,
sh600756,,,,,,,,,,,,,,,1917万,7437万,2241万,-818万,1540万,9406万,2008万,846万,7169万,,,,,,,,,,,,,,,,-37.29,31.34,31.57,-266.61,-19.63,26.48,-10.39,--,365.41,,,,,,,,,,,,,,,,2.80亿,7.28亿,2.91亿,1.60亿,2.58亿,5.92亿,2.07亿,1.84亿,2.42亿,,,,,,,,,,,,,,,,13.30,28.35,72.12,-16.44,-7.68,-18.60,-28.91,15.24,-6.17,
sz300067,,,,,,,,,,,,,,,995万,1618万,3412万,2746万,1105万,1229万,4154万,5877万,2605万,,,,,,,,,,,,,,,,260.28,--,25.30,-3.66,11.13,-24.05,21.76,114.06,135.62,,,,,,,,,,,,,,,,2.31亿,3.09亿,3.83亿,3.38亿,3.27亿,2.85亿,3.46亿,3.53亿,2.68亿,,,,,,,,,,,,,,,,78.93,136.10,30.00,100.35,41.07,-7.74,-9.78,4.42,-17.86,
sz000055,,,,,,,,,,,,,,,,5.84亿,6776万,1.60亿,1.33亿,7.83亿,9838万,1.32亿,9134万,19.2亿,,,,,,,,,,,,,,,,1534.25,205.38,417.46,118.03,34.18,45.19,-17.78,-31.44,145.75,,,,,,,,,,,,,,,,24.6亿,5.74亿,8.26亿,6.53亿,8.95亿,6.50亿,7.92亿,7.93亿,8.13亿,,,,,,,,,,,,,,,,247.89,22.26,52.89,-10.76,-63.67,13.34,-4.13,21.47,-9.09
sz002385,,,,,,,,,,,,,,,2.27亿,2.88亿,1.92亿,3.32亿,3.15亿,4.26亿,1.81亿,-7688万,3.37亿,,,,,,,,,,,,,,,,20.87,-7.67,39.77,44.23,38.62,48.05,-5.91,-123.13,6.91,,,,,,,,,,,,,,,,44.4亿,50.0亿,39.7亿,44.2亿,50.0亿,53.6亿,46.0亿,44.7亿,51.4亿,,,,,,,,,,,,,,,,2.99,12.64,20.96,7.37,12.54,7.05,15.97,1.24,2.89,
sz002556,,,,,,,,,,,,,,,1496万,98.5万,4158万,4966万,3002万,1536万,4928万,5542万,3465万,,,,,,,,,,,,,,,,-70.90,-95.54,55.42,-17.10,100.60,1459.67,18.50,11.61,15.43,,,,,,,,,,,,,,,,23.4亿,22.0亿,28.5亿,43.9亿,31.4亿,39.5亿,33.1亿,48.7亿,44.5亿,,,,,,,,,,,,,,,,-24.35,71.48,55.85,76.66,34.34,79.76,16.18,10.89,41.68,
sz300511,,,,,,,,,,,,,,,1851万,7390万,4828万,-798万,4209万,4002万,1.12亿,-8095万,1.03亿,,,,,,,,,,,,,,,,-24.38,-33.51,-7.48,--,127.43,-45.85,132.28,--,143.67,,,,,,,,,,,,,,,,2.46亿,3.28亿,2.63亿,2.07亿,3.26亿,5.35亿,5.42亿,2.65亿,4.98亿,,,,,,,,,,,,,,,,-7.60,-8.07,-4.84,39.73,32.20,63.01,106.35,28.16,53.01,
sz300548,,,,,,,,,,,,,,,1986万,1605万,2012万,2190万,1637万,2141万,1404万,1507万,1570万,,,,,,,,,,,,,,,,28.84,36.97,18.50,45.74,-17.55,33.44,-30.19,-31.17,-4.14,,,,,,,,,,,,,,,,7874万,8829万,8839万,9500万,7507万,9078万,7247万,4563万,7666万,,,,,,,,,,,,,,,,5.60,35.54,12.09,32.42,-4.67,2.82,-18.00,-51.97,2.12,
sz000667,,,,,,,,,,,,,,,,3.56亿,8065万,2.16亿,8316万,2.85亿,-1.36亿,3.62亿,6631万,-4354万,,,,,,,,,,,,,,,,32.22,-18.92,27.31,88.75,-18.15,-268.49,67.56,-20.27,-115.30,,,,,,,,,,,,,,,,25.2亿,4.95亿,13.7亿,3.20亿,22.5亿,1.90亿,2.40亿,1.19亿,19.7亿,,,,,,,,,,,,,,,,0.74,-43.44,10.29,-44.02,-10.43,-61.63,-82.49,-62.69,-12.51
sh603006,,,,,,,,,,,,,,,2627万,3539万,2828万,2622万,2556万,3357万,2583万,2043万,1989万,,,,,,,,,,,,,,,,21.42,27.72,-17.39,-21.09,-2.72,-5.16,-8.68,-22.10,-22.19,,,,,,,,,,,,,,,,2.40亿,2.43亿,2.37亿,2.25亿,2.24亿,3.29亿,2.43亿,2.40亿,2.28亿,,,,,,,,,,,,,,,,50.86,20.06,-0.12,11.29,-6.63,35.53,2.33,6.49,1.70,
sz300150,,,,,,,,,,,,,,,-1883万,1.09亿,-2142万,238万,-255万,6834万,2950万,6219万,209万,,,,,,,,,,,,,,,,-173.96,50.51,-1646.20,--,--,-37.14,--,2513.83,--,,,,,,,,,,,,,,,,6590万,2.81亿,3079万,1.07亿,8468万,3.00亿,5925万,1.31亿,1.35亿,,,,,,,,,,,,,,,,-32.78,70.61,-38.03,46.70,28.49,6.80,92.42,22.38,59.90,
sz300459,,,,,,,,,,,,,,,6957万,6827万,1.06亿,9822万,8959万,1.00亿,2.90亿,2.63亿,2.02亿,,,,,,,,,,,,,,,,416.37,480.76,439.88,106.60,28.78,46.76,174.23,168.09,125.47,,,,,,,,,,,,,,,,2.67亿,2.77亿,3.51亿,3.01亿,5.34亿,2.10亿,6.89亿,6.91亿,6.28亿,,,,,,,,,,,,,,,,98.02,101.94,127.59,53.33,100.11,-24.11,96.08,129.74,17.67,
sz000673,,,,,,,,,,,,,,,1.04亿,4178万,1316万,1161万,401万,8090万,9310万,2083万,-1667万,,,,,,,,,,,,,,,,155.15,-4.91,13.85,-41.02,-96.17,93.65,607.48,79.47,-516.23,,,,,,,,,,,,,,,,2.59亿,4.85亿,8089万,3.23亿,1.61亿,2.55亿,2.35亿,2.72亿,6973万,,,,,,,,,,,,,,,,122.97,83.04,232.70,32.32,-37.85,-47.42,190.68,-15.90,-56.71,
sh600667,,,,,,,,,,,,,,,5440万,9950万,4213万,1.25亿,1.30亿,1.21亿,7965万,1.25亿,1.63亿,,,,,,,,,,,,,,,,24.06,70.27,-13.12,314.20,139.01,21.47,89.05,0.49,25.29,,,,,,,,,,,,,,,,23.6亿,31.6亿,22.0亿,31.1亿,30.0亿,37.3亿,35.4亿,41.4亿,35.4亿,,,,,,,,,,,,,,,,-10.24,73.76,17.57,39.54,27.05,18.05,61.11,33.30,18.13,
sh603079,,,,,,,,,,,,,,,621万,671万,1309万,2855万,1596万,1501万,2405万,1331万,1436万,,,,,,,,,,,,,,,,--,--,--,--,157.18,123.80,83.76,-53.40,-10.06,,,,,,,,,,,,,,,,1.03亿,1.01亿,1.17亿,1.34亿,1.19亿,1.39亿,1.18亿,9644万,1.40亿,,,,,,,,,,,,,,,,--,--,--,--,15.22,37.48,1.06,-28.03,17.96,
sz002623,,,,,,,,,,,,,,,1547万,-2629万,699万,62.2万,142万,-3202万,746万,1144万,4534万,,,,,,,,,,,,,,,,-17.61,--,-34.75,-96.78,-90.83,--,6.69,1740.78,3097.05,,,,,,,,,,,,,,,,3.32亿,2.81亿,3.27亿,5.07亿,4.38亿,3.40亿,2.61亿,6.94亿,3.44亿,,,,,,,,,,,,,,,,1.03,-3.46,35.05,-6.35,32.05,21.26,-20.28,37.03,-21.50,
sz000560,,,,,,,,,,,,,,,2520万,1758万,1451万,1098万,2074万,2666万,1.46亿,1.83亿,1.73亿,,,,,,,,,,,,,,,,176.54,0.93,-11.83,-44.91,-17.70,51.69,905.66,1564.88,736.32,,,,,,,,,,,,,,,,2.96亿,5.49亿,3.37亿,2.96亿,3.04亿,3.81亿,25.1亿,28.2亿,30.8亿,,,,,,,,,,,,,,,,0.95,85.87,-22.13,-53.62,2.67,-30.62,642.77,854.97,912.02,
sz002859,,,,,,,,,,,,,,,3678万,4774万,2549万,5500万,5086万,6487万,2943万,7598万,9880万,,,,,,,,,,,,,,,,--,--,42.30,54.12,38.28,35.89,15.46,38.15,94.26,,,,,,,,,,,,,,,,1.96亿,2.29亿,1.87亿,2.50亿,2.57亿,3.02亿,2.60亿,3.38亿,4.04亿,,,,,,,,,,,,,,,,--,--,37.12,29.84,31.29,32.24,39.23,35.00,57.19,
sz300715,,,,,,,,,,,,,,,904万,1455万,816万,1054万,980万,1607万,1022万,1501万,1546万,,,,,,,,,,,,,,,,--,--,--,--,8.41,10.50,25.26,42.37,57.79,,,,,,,,,,,,,,,,6164万,9310万,6801万,1.07亿,9895万,1.20亿,9053万,1.55亿,1.69亿,,,,,,,,,,,,,,,,--,--,--,--,60.52,29.17,33.10,45.19,70.55,
sz002141,,,,,,,,,,,,,,,244万,157万,351万,186万,42.7万,337万,187万,19.9万,554万,,,,,,,,,,,,,,,,173.11,-79.90,386.59,-49.84,-82.48,114.20,-46.55,-89.28,1198.17,,,,,,,,,,,,,,,,2.08亿,2.95亿,2.42亿,3.02亿,2.97亿,3.22亿,2.31亿,2.67亿,2.36亿,,,,,,,,,,,,,,,,5.08,47.95,45.41,48.27,42.49,8.97,-4.80,-11.59,-20.59,
sz002626,,,,,,,,,,,,,,,6594万,1.04亿,6628万,8285万,9118万,2.34亿,3.38亿,1.52亿,1.61亿,,,,,,,,,,,,,,,,148.47,11071.89,38.00,1.60,38.29,124.20,409.96,83.47,76.52,,,,,,,,,,,,,,,,3.92亿,4.65亿,4.20亿,4.85亿,4.66亿,7.14亿,7.55亿,5.75亿,7.48亿,,,,,,,,,,,,,,,,37.07,24.94,10.78,13.73,18.73,53.58,79.63,18.65,60.65,
sh600325,,,,,,,,,,,,,,,3551万,6.39亿,4.21亿,1.52亿,2.99亿,7.48亿,5.83亿,7.64亿,2.74亿,,,,,,,,,,,,,,,,-43.30,66.64,--,-61.56,736.98,18.14,38.50,401.22,-8.30,,,,,,,,,,,,,,,,27.3亿,55.9亿,42.1亿,28.2亿,57.6亿,71.3亿,15.9亿,78.4亿,37.1亿,,,,,,,,,,,,,,,,122.95,14.97,367.19,-31.49,110.19,28.35,-62.26,177.59,-35.59,
sh600602,,,,,,,,,,,,,,,1.56亿,1116万,5911万,7137万,3370万,1.13亿,6006万,8383万,3762万,,,,,,,,,,,,,,,,332.11,-80.93,93.38,77.66,-78.37,915.40,1.60,17.47,11.61,,,,,,,,,,,,,,,,12.5亿,12.7亿,7.57亿,8.71亿,10.4亿,15.4亿,9.09亿,11.3亿,10.7亿,,,,,,,,,,,,,,,,77.19,31.97,-2.93,9.83,-17.33,21.94,20.15,30.12,2.69,
sz000597,,,,,,,,,,,,,,,293万,1771万,1088万,2882万,4017万,3913万,5222万,6416万,4033万,,,,,,,,,,,,,,,,--,--,--,293.45,1269.56,120.97,380.21,122.64,0.40,,,,,,,,,,,,,,,,13.3亿,10.8亿,14.5亿,13.1亿,14.3亿,14.9亿,19.8亿,17.7亿,18.7亿,,,,,,,,,,,,,,,,52.70,27.54,16.14,13.82,7.14,37.59,36.39,34.61,31.07,
sz002108,,,,,,,,,,,,,,,1.30亿,1.00亿,1.37亿,1.48亿,1.60亿,1.00亿,5549万,6789万,1.87亿,,,,,,,,,,,,,,,,100.37,68.07,32.44,-3.56,22.63,0.27,-59.58,-54.02,16.72,,,,,,,,,,,,,,,,7.78亿,7.70亿,6.99亿,9.36亿,10.0亿,8.86亿,5.98亿,8.98亿,10.1亿,,,,,,,,,,,,,,,,28.43,29.19,42.53,29.00,28.87,15.05,-14.44,-4.09,0.42,
sz002029,,,,,,,,,,,,,,,6363万,9834万,7069万,5131万,7282万,1.22亿,8373万,5107万,7985万,,,,,,,,,,,,,,,,-9.60,7.89,9.81,25.63,14.44,23.81,18.45,-0.47,9.65,,,,,,,,,,,,,,,,6.46亿,8.50亿,8.07亿,4.75亿,7.73亿,10.3亿,9.19亿,5.40亿,8.94亿,,,,,,,,,,,,,,,,1.37,18.13,13.89,9.08,19.69,21.21,13.90,13.71,15.60,
sh600004,,,,,,,,,,,,,,,3.62亿,3.37亿,4.08亿,3.73亿,3.96亿,4.19亿,4.33亿,2.70亿,2.16亿,,,,,,,,,,,,,,,,17.49,3.15,17.45,6.01,9.36,24.39,6.12,-27.56,-45.53,,,,,,,,,,,,,,,,15.5亿,16.3亿,15.8亿,16.3亿,17.0亿,18.4亿,17.2亿,20.0亿,20.8亿,,,,,,,,,,,,,,,,8.95,13.65,8.59,4.43,9.99,12.93,8.84,22.51,22.17,
sz002120,,,,,,,,,,,,,,,3.20亿,3.27亿,2.79亿,4.69亿,4.28亿,4.13亿,4.04亿,5.97亿,9.80亿,,,,,,,,,,,,,,,,50.11,125.18,35.37,44.58,34.02,26.25,44.74,27.26,128.90,,,,,,,,,,,,,,,,18.6亿,24.8亿,18.9亿,24.2亿,25.3亿,31.5亿,26.6亿,32.5亿,33.5亿,,,,,,,,,,,,,,,,-1.64,51.34,42.61,43.61,35.89,26.97,40.44,34.23,32.28,
sz300481,,,,,,,,,,,,,,,1514万,1801万,1370万,2192万,1969万,1886万,2144万,3085万,3279万,,,,,,,,,,,,,,,,6.21,22.24,6.31,16.28,29.98,4.72,56.52,40.78,66.56,,,,,,,,,,,,,,,,1.05亿,9393万,9056万,1.61亿,1.37亿,1.52亿,1.53亿,1.66亿,1.55亿,,,,,,,,,,,,,,,,27.40,14.52,17.77,62.12,30.06,61.68,68.64,3.14,12.99,
sz002116,,,,,,,,,,,,,,,-1263万,5378万,4357万,4445万,3327万,7940万,4243万,5535万,5083万,,,,,,,,,,,,,,,,-122.67,-13.26,-9.70,-0.95,--,47.66,-2.62,24.51,52.79,,,,,,,,,,,,,,,,9.58亿,11.8亿,9.88亿,9.11亿,8.34亿,14.7亿,9.57亿,11.0亿,11.4亿,,,,,,,,,,,,,,,,2.64,-25.86,-15.15,-22.25,-12.92,24.40,-3.18,20.92,36.19,
sz002526,,,,,,,,,,,,,,,-1497万,4617万,-639万,2136万,2180万,3456万,3781万,3651万,3816万,,,,,,,,,,,,,,,,--,--,--,--,--,-25.14,--,70.91,74.99,,,,,,,,,,,,,,,,1.72亿,2.46亿,2.35亿,2.59亿,4.08亿,4.80亿,4.12亿,5.54亿,4.35亿,,,,,,,,,,,,,,,,-25.81,-29.09,19.01,7.82,136.62,94.83,75.04,113.92,6.48,
sz300447,,,,,,,,,,,,,,,3893万,388万,2669万,3697万,5952万,-39.5万,3058万,2888万,6535万,,,,,,,,,,,,,,,,57.39,-74.01,13.70,50.16,52.89,-110.18,14.57,-21.88,9.79,,,,,,,,,,,,,,,,1.74亿,6902万,1.19亿,1.55亿,1.95亿,9715万,1.39亿,1.77亿,1.79亿,,,,,,,,,,,,,,,,71.01,173.77,41.76,69.56,12.28,40.75,16.77,13.89,-8.47,
sh601727,,,,,,,,,,,,,,,7.16亿,3.53亿,5.36亿,10.3亿,3.15亿,7.82亿,6.57亿,11.1亿,4.03亿,,,,,,,,,,,,,,,,8.38,19.40,-3.81,17.31,-56.02,121.58,22.55,8.05,27.99,,,,,,,,,,,,,,,,209亿,266亿,153亿,259亿,174亿,209亿,184亿,329亿,186亿,,,,,,,,,,,,,,,,-1.06,0.28,-15.67,7.80,-16.65,-21.55,20.04,26.95,7.18,
sz000429,,,,,,,,,,,,,,,2.91亿,2.04亿,2.87亿,6.06亿,3.85亿,2.32亿,3.42亿,4.37亿,4.41亿,,,,,,,,,,,,,,,,26.15,61.51,51.50,91.42,32.01,13.96,19.14,-27.84,14.69,,,,,,,,,,,,,,,,7.41亿,7.50亿,7.09亿,7.31亿,8.23亿,8.26亿,7.43亿,7.93亿,8.51亿,,,,,,,,,,,,,,,,3.82,8.20,7.97,8.04,10.93,10.16,4.82,8.40,3.43,
sh601020,,,,,,,,,,,,,,,5766万,8134万,2084万,1.03亿,8220万,9804万,3957万,7772万,7091万,,,,,,,,,,,,,,,,-8.45,219.62,--,90.92,42.56,20.54,89.87,-24.82,-13.73,,,,,,,,,,,,,,,,1.59亿,2.72亿,6559万,2.20亿,2.71亿,3.49亿,2.34亿,3.42亿,2.90亿,,,,,,,,,,,,,,,,-18.44,62.11,70.94,10.52,69.86,28.32,257.47,55.62,7.23,
sz300611,,,,,,,,,,,,,,,1240万,2297万,1200万,936万,1150万,1479万,857万,1196万,602万,,,,,,,,,,,,,,,,35.65,37.04,3.66,11.44,-7.25,-35.62,-28.53,27.66,-47.63,,,,,,,,,,,,,,,,7733万,1.22亿,9677万,8906万,8924万,1.26亿,1.10亿,1.43亿,1.37亿,,,,,,,,,,,,,,,,16.17,35.77,17.41,15.24,15.41,3.45,13.51,60.30,53.15,
sh600305,,,,,,,,,,,,,,,4102万,5340万,4457万,4931万,5099万,1.36亿,5926万,6386万,9519万,,,,,,,,,,,,,,,,42.40,79.35,22.68,24.35,24.29,154.72,32.96,29.49,86.69,,,,,,,,,,,,,,,,3.62亿,3.91亿,3.69亿,3.64亿,3.82亿,4.26亿,4.00亿,4.05亿,4.31亿,,,,,,,,,,,,,,,,16.69,12.73,2.85,8.69,5.39,9.06,8.21,11.24,12.98,
sz002072,,,,,,,,,,,,,,,-440万,-1833万,-281万,554万,206万,-3990万,-520万,-458万,-699万,,,,,,,,,,,,,,,,--,--,--,-88.58,--,--,--,-182.64,-439.17,,,,,,,,,,,,,,,,578万,2252万,2220万,2882万,2704万,-4.70万,4231万,981万,591万,,,,,,,,,,,,,,,,-55.46,458.88,433.85,2365.12,367.62,-100.21,90.53,-65.96,-78.14,
sh603601,,,,,,,,,,,,,,,1827万,3229万,1732万,2734万,3557万,3334万,3180万,4374万,4560万,,,,,,,,,,,,,,,,4.65,71.08,-4.22,122.91,94.69,3.25,83.66,59.99,28.18,,,,,,,,,,,,,,,,8410万,9296万,9023万,1.27亿,1.96亿,2.27亿,2.22亿,3.31亿,2.83亿,,,,,,,,,,,,,,,,27.68,45.18,23.60,80.87,133.04,144.13,145.53,161.41,44.39,
sh601169,,,,,,,,,,,,,,,43.3亿,28.5亿,54.5亿,56.3亿,44.4亿,32.2亿,57.9亿,60.7亿,47.7亿,,,,,,,,,,,,,,,,5.71,5.33,3.22,5.39,2.38,13.00,6.24,7.72,7.57,,,,,,,,,,,,,,,,116亿,112亿,136亿,129亿,123亿,115亿,137亿,137亿,138亿,,,,,,,,,,,,,,,,1.61,0.48,7.12,7.86,5.80,3.40,0.81,5.88,11.65,
